Flow1,Flow2,Temp1,Temp2
0.00,0.00,-6200000000000000000000.00,-6200000000000000000000.00
0.00,0.00,-6200000000000000000000.00,-6200000000000000000000.00
0.00,0.00,-6200000000000000000000.00,-6200000000000000000000.00
0.00,0.00,-6200000000000000000000.00,-6200000000000000000000.00
0.00,0.00,-6200000000000000000000.00,-6200000000000000000000.00
0.00,0.00,-6200000000000000000000.00,-6200000000000000000000.00
0.00,0.00,-6200000000000000000000.00,-6200000000000000000000.00
0.00,0.00,-6200000000000000000000.00,-6200000000000000000000.00
0.00,0.00,-6300000000000000000000.00,-6300000000000000000000.00
0.00,0.00,-6300000000000000000000.00,-6300000000000000000000.00
0.00,0.00,-6300000000000000000000.00,-6300000000000000000000.00
0.00,0.00,-6300000000000000000000.00,-6300000000000000000000.00
0.00,0.00,-6300000000000000000000.00,-6300000000000000000000.00
0.00,0.00,-6300000000000000000000.00,-6300000000000000000000.00
0.00,0.00,-6300000000000000000000.00,-6300000000000000000000.00
0.00,0.00,-6300000000000000000000.00,-6300000000000000000000.00
0.00,0.00,-6300000000000000000000.00,-6300000000000000000000.00
0.00,0.00,-6300000000000000000000.00,-6300000000000000000000.00
0.00,0.00,-6300000000000000000000.00,-6300000000000000000000.00
0.00,0.00,-6300000000000000000000.00,-6300000000000000000000.00
0.00,0.00,-6300000000000000000000.00,-6300000000000000000000.00
0.00,0.00,-6300000000000000000000.00,-6300000000000000000000.00
0.00,0.00,-6300000000000000000000.00,-6300000000000000000000.00
0.00,0.00,-6300000000000000000000.00,-6300000000000000000000.00
0.00,0.00,-6300000000000000000000.00,-6300000000000000000000.00
0.00,0.00,-6400000000000000000000.00,-6400000000000000000000.00
0.00,0.00,-6400000000000000000000.00,-6400000000000000000000.00
0.00,0.00,-6400000000000000000000.00,-6400000000000000000000.00
0.00,0.00,-6400000000000000000000.00,-6400000000000000000000.00
0.00,0.00,-6400000000000000000000.00,-6400000000000000000000.00
0.00,0.00,-6400000000000000000000.00,-6400000000000000000000.00
0.00,0.00,-6400000000000000000000.00,-6400000000000000000000.00
0.00,0.00,-6400000000000000000000.00,-6400000000000000000000.00
0.00,0.00,-6400000000000000000000.00,-6400000000000000000000.00
0.00,0.00,-6400000000000000000000.00,-6400000000000000000000.00
0.00,0.00,-6400000000000000000000.00,-6400000000000000000000.00
0.00,0.00,-6400000000000000000000.00,-6400000000000000000000.00
0.00,0.00,-6400000000000000000000.00,-6400000000000000000000.00
0.00,0.00,-6400000000000000000000.00,-6400000000000000000000.00
0.00,0.00,-6400000000000000000000.00,-6400000000000000000000.00
0.00,0.00,-6400000000000000000000.00,-6400000000000000000000.00
0.00,0.00,-6400000000000000000000.00,-6400000000000000000000.00
0.00,0.00,-6500000000000000000000.00,-6500000000000000000000.00
0.00,0.00,-6500000000000000000000.00,-6500000000000000000000.00
0.00,0.00,-6500000000000000000000.00,-6500000000000000000000.00
0.00,0.00,-6500000000000000000000.00,-6500000000000000000000.00
0.00,0.00,-6500000000000000000000.00,-6500000000000000000000.00
0.00,0.00,-6500000000000000000000.00,-6500000000000000000000.00
0.00,0.00,-6500000000000000000000.00,-6500000000000000000000.00
0.00,0.00,-6500000000000000000000.00,-6500000000000000000000.00
0.00,0.00,-6500000000000000000000.00,-6500000000000000000000.00
0.00,0.00,-6500000000000000000000.00,-6500000000000000000000.00
0.00,0.00,-6500000000000000000000.00,-6500000000000000000000.00
0.00,0.00,-6500000000000000000000.00,-6500000000000000000000.00
0.00,0.00,-6500000000000000000000.00,-6500000000000000000000.00
0.00,0.00,-6500000000000000000000.00,-6500000000000000000000.00
0.00,0.00,-6500000000000000000000.00,-6500000000000000000000.00
0.00,0.00,-6500000000000000000000.00,-6500000000000000000000.00
0.00,0.00,-6600000000000000000000.00,-6600000000000000000000.00
0.00,0.00,-6600000000000000000000.00,-6600000000000000000000.00
0.00,0.00,-6600000000000000000000.00,-6600000000000000000000.00
0.00,0.00,-6600000000000000000000.00,-6600000000000000000000.00
0.00,0.00,-6600000000000000000000.00,-6600000000000000000000.00
0.00,0.00,-6600000000000000000000.00,-6600000000000000000000.00
0.00,0.00,-6600000000000000000000.00,-6600000000000000000000.00
0.00,0.00,-6600000000000000000000.00,-6600000000000000000000.00
0.00,0.00,-6600000000000000000000.00,-6600000000000000000000.00
0.00,0.00,-6600000000000000000000.00,-6600000000000000000000.00
0.00,0.00,-6600000000000000000000.00,-6600000000000000000000.00
0.00,0.00,-6600000000000000000000.00,-6600000000000000000000.00
0.00,0.00,-6600000000000000000000.00,-6600000000000000000000.00
0.00,0.00,-6600000000000000000000.00,-6600000000000000000000.00
0.00,0.00,-6600000000000000000000.00,-6600000000000000000000.00
0.00,0.00,-6600000000000000000000.00,-6600000000000000000000.00
0.00,0.00,-6700000000000000000000.00,-6700000000000000000000.00
0.00,0.00,-6700000000000000000000.00,-6700000000000000000000.00
0.00,0.00,-6700000000000000000000.00,-6700000000000000000000.00
0.00,0.00,-6700000000000000000000.00,-6700000000000000000000.00
0.00,0.00,-6700000000000000000000.00,-6700000000000000000000.00
0.00,0.00,-6700000000000000000000.00,-6700000000000000000000.00
0.00,0.00,-6700000000000000000000.00,-6700000000000000000000.00
0.00,0.00,-6700000000000000000000.00,-6700000000000000000000.00
0.00,0.00,-6700000000000000000000.00,-6700000000000000000000.00
0.00,0.00,-6700000000000000000000.00,-6700000000000000000000.00
0.00,0.00,-6700000000000000000000.00,-6700000000000000000000.00
0.00,0.00,-6700000000000000000000.00,-6700000000000000000000.00
0.00,0.00,-6700000000000000000000.00,-6700000000000000000000.00
0.00,0.00,-6700000000000000000000.00,-6700000000000000000000.00
0.00,0.00,-6700000000000000000000.00,-6700000000000000000000.00
0.00,0.00,-6700000000000000000000.00,-6700000000000000000000.00
0.00,0.00,-6700000000000000000000.00,-6700000000000000000000.00
0.00,0.00,-6700000000000000000000.00,-6700000000000000000000.00
0.00,0.00,-6800000000000000000000.00,-6800000000000000000000.00
0.00,0.00,-6800000000000000000000.00,-6800000000000000000000.00
0.00,0.00,-6800000000000000000000.00,-6800000000000000000000.00
0.00,0.00,-6800000000000000000000.00,-6800000000000000000000.00
0.00,0.00,-6800000000000000000000.00,-6800000000000000000000.00
0.00,0.00,-6800000000000000000000.00,-6800000000000000000000.00
0.00,0.00,-6800000000000000000000.00,-6800000000000000000000.00
0.00,0.00,-6800000000000000000000.00,-6800000000000000000000.00
0.00,0.00,-6800000000000000000000.00,-6800000000000000000000.00
0.00,0.00,-6800000000000000000000.00,-6800000000000000000000.00
0.00,0.00,-6800000000000000000000.00,-6800000000000000000000.00
0.00,0.00,-6800000000000000000000.00,-6800000000000000000000.00
0.00,0.00,-6800000000000000000000.00,-6800000000000000000000.00
0.00,0.00,-6800000000000000000000.00,-6800000000000000000000.00
0.00,0.00,-6800000000000000000000.00,-6800000000000000000000.00
0.00,0.00,-6800000000000000000000.00,-6800000000000000000000.00
0.00,0.00,-6900000000000000000000.00,-6900000000000000000000.00
0.00,0.00,-6900000000000000000000.00,-6900000000000000000000.00
0.00,0.00,-6900000000000000000000.00,-6900000000000000000000.00
0.00,0.00,-6900000000000000000000.00,-6900000000000000000000.00
0.00,0.00,-6900000000000000000000.00,-6900000000000000000000.00
0.00,0.00,-6900000000000000000000.00,-6900000000000000000000.00
0.00,0.00,-6900000000000000000000.00,-6900000000000000000000.00
0.00,0.00,-6900000000000000000000.00,-6900000000000000000000.00
0.00,0.00,-6900000000000000000000.00,-6900000000000000000000.00
0.00,0.00,-6900000000000000000000.00,-6900000000000000000000.00
0.00,0.00,-6900000000000000000000.00,-6900000000000000000000.00
0.00,0.00,-6900000000000000000000.00,-6900000000000000000000.00
0.00,0.00,-6900000000000000000000.00,-6900000000000000000000.00
0.00,0.00,-6900000000000000000000.00,-6900000000000000000000.00
0.00,0.00,-6900000000000000000000.00,-6900000000000000000000.00
0.00,0.00,-6900000000000000000000.00,-6900000000000000000000.00
0.00,0.00,-7000000000000000000000.00,-7000000000000000000000.00
0.00,0.00,-7000000000000000000000.00,-7000000000000000000000.00
0.00,0.00,-7000000000000000000000.00,-7000000000000000000000.00
0.00,0.00,-7000000000000000000000.00,-7000000000000000000000.00
0.00,0.00,-7000000000000000000000.00,-7000000000000000000000.00
0.00,0.00,-7000000000000000000000.00,-7000000000000000000000.00
0.00,0.00,-7000000000000000000000.00,-7000000000000000000000.00
0.00,0.00,-7000000000000000000000.00,-7000000000000000000000.00
0.00,0.00,-7000000000000000000000.00,-7000000000000000000000.00
0.00,0.00,-7000000000000000000000.00,-7000000000000000000000.00
0.00,0.00,-7000000000000000000000.00,-7000000000000000000000.00
0.00,0.00,-7000000000000000000000.00,-7000000000000000000000.00
0.00,0.00,-7000000000000000000000.00,-7000000000000000000000.00
0.00,0.00,-7000000000000000000000.00,-7000000000000000000000.00
0.00,0.00,-7000000000000000000000.00,-7000000000000000000000.00
0.00,0.00,-7000000000000000000000.00,-7000000000000000000000.00
0.00,0.00,-7100000000000000000000.00,-7100000000000000000000.00
0.00,0.00,-7100000000000000000000.00,-7100000000000000000000.00
0.00,0.00,-7100000000000000000000.00,-7100000000000000000000.00
0.00,0.00,-7100000000000000000000.00,-7100000000000000000000.00
0.00,0.00,-7100000000000000000000.00,-7100000000000000000000.00
0.00,0.00,-7100000000000000000000.00,-7100000000000000000000.00
0.00,0.00,-7100000000000000000000.00,-7100000000000000000000.00
0.00,0.00,-7100000000000000000000.00,-7100000000000000000000.00
0.00,0.00,-7100000000000000000000.00,-7100000000000000000000.00
0.00,0.00,-7100000000000000000000.00,-7100000000000000000000.00
0.00,0.00,-7100000000000000000000.00,-7100000000000000000000.00
0.00,0.00,-7100000000000000000000.00,-7100000000000000000000.00
0.00,0.00,-7100000000000000000000.00,-7100000000000000000000.00
0.00,0.00,-7100000000000000000000.00,-7100000000000000000000.00
0.00,0.00,-7100000000000000000000.00,-7100000000000000000000.00
0.00,0.00,-7100000000000000000000.00,-7100000000000000000000.00
0.00,0.00,-7100000000000000000000.00,-7100000000000000000000.00
0.00,0.00,-7200000000000000000000.00,-7200000000000000000000.00
0.00,0.00,-7200000000000000000000.00,-7200000000000000000000.00
0.00,0.00,-7200000000000000000000.00,-7200000000000000000000.00
0.00,0.00,-7200000000000000000000.00,-7200000000000000000000.00
0.00,0.00,-7200000000000000000000.00,-7200000000000000000000.00
0.00,0.00,-7200000000000000000000.00,-7200000000000000000000.00
0.00,0.00,-7200000000000000000000.00,-7200000000000000000000.00
0.00,0.00,-7200000000000000000000.00,-7200000000000000000000.00
0.00,0.00,-7200000000000000000000.00,-7200000000000000000000.00
0.00,0.00,-7200000000000000000000.00,-7200000000000000000000.00
0.00,0.00,-7200000000000000000000.00,-7200000000000000000000.00
0.00,0.00,-7200000000000000000000.00,-7200000000000000000000.00
0.00,0.00,-7200000000000000000000.00,-7200000000000000000000.00
0.00,0.00,-7200000000000000000000.00,-7200000000000000000000.00
0.00,0.00,-7200000000000000000000.00,-7200000000000000000000.00
0.00,0.00,-7200000000000000000000.00,-7200000000000000000000.00
0.00,0.00,-7200000000000000000000.00,-7200000000000000000000.00
0.00,0.00,-7300000000000000000000.00,-7300000000000000000000.00
0.00,0.00,-7300000000000000000000.00,-7300000000000000000000.00
0.00,0.00,-7300000000000000000000.00,-7300000000000000000000.00
0.00,0.00,-7300000000000000000000.00,-7300000000000000000000.00
0.00,0.00,-7300000000000000000000.00,-7300000000000000000000.00
0.00,0.00,-7300000000000000000000.00,-7300000000000000000000.00
0.00,0.00,-7300000000000000000000.00,-7300000000000000000000.00
0.00,0.00,-7300000000000000000000.00,-7300000000000000000000.00
0.00,0.00,-7300000000000000000000.00,-7300000000000000000000.00
0.00,0.00,-7300000000000000000000.00,-7300000000000000000000.00
0.00,0.00,-7300000000000000000000.00,-7300000000000000000000.00
0.00,0.00,-7300000000000000000000.00,-7300000000000000000000.00
0.00,0.00,-7300000000000000000000.00,-7300000000000000000000.00
0.00,0.00,-7300000000000000000000.00,-7300000000000000000000.00
0.00,0.00,-7300000000000000000000.00,-7300000000000000000000.00
0.00,0.00,-7300000000000000000000.00,-7300000000000000000000.00
0.00,0.00,-7400000000000000000000.00,-7400000000000000000000.00
0.00,0.00,-7400000000000000000000.00,-7400000000000000000000.00
0.00,0.00,-7400000000000000000000.00,-7400000000000000000000.00
0.00,0.00,-7400000000000000000000.00,-7400000000000000000000.00
0.00,0.00,-7400000000000000000000.00,-7400000000000000000000.00
0.00,0.00,-7400000000000000000000.00,-7400000000000000000000.00
0.00,0.00,-7400000000000000000000.00,-7400000000000000000000.00
0.00,0.00,-7400000000000000000000.00,-7400000000000000000000.00
0.00,0.00,-7400000000000000000000.00,-7400000000000000000000.00
0.00,0.00,-7400000000000000000000.00,-7400000000000000000000.00
0.00,0.00,-7400000000000000000000.00,-7400000000000000000000.00
0.00,0.00,-7400000000000000000000.00,-7400000000000000000000.00
0.00,0.00,-7400000000000000000000.00,-7400000000000000000000.00
0.00,0.00,-7400000000000000000000.00,-7400000000000000000000.00
0.00,0.00,-7400000000000000000000.00,-7400000000000000000000.00
0.00,0.00,-7400000000000000000000.00,-7400000000000000000000.00
0.00,0.00,-7400000000000000000000.00,-7400000000000000000000.00
0.00,0.00,-7500000000000000000000.00,-7500000000000000000000.00
0.00,0.00,-7500000000000000000000.00,-7500000000000000000000.00
0.00,0.00,-7500000000000000000000.00,-7500000000000000000000.00
0.00,0.00,-7500000000000000000000.00,-7500000000000000000000.00
0.00,0.00,-7500000000000000000000.00,-7500000000000000000000.00
0.00,0.00,-7500000000000000000000.00,-7500000000000000000000.00
0.00,0.00,-7500000000000000000000.00,-7500000000000000000000.00
0.00,0.00,-7500000000000000000000.00,-7500000000000000000000.00
0.00,0.00,-7500000000000000000000.00,-7500000000000000000000.00
0.00,0.00,-7500000000000000000000.00,-7500000000000000000000.00
0.00,0.00,-7500000000000000000000.00,-7500000000000000000000.00
0.00,0.00,-7500000000000000000000.00,-7500000000000000000000.00
0.00,0.00,-7500000000000000000000.00,-7500000000000000000000.00
0.00,0.00,-7500000000000000000000.00,-7500000000000000000000.00
0.00,0.00,-7500000000000000000000.00,-7500000000000000000000.00
0.00,0.00,-7500000000000000000000.00,-7500000000000000000000.00
0.00,0.00,-7500000000000000000000.00,-7500000000000000000000.00
0.00,0.00,-7600000000000000000000.00,-7600000000000000000000.00
0.00,0.00,-7600000000000000000000.00,-7600000000000000000000.00
0.00,0.00,-7600000000000000000000.00,-7600000000000000000000.00
0.00,0.00,-7600000000000000000000.00,-7600000000000000000000.00
0.00,0.00,-7600000000000000000000.00,-7600000000000000000000.00
0.00,0.00,-7600000000000000000000.00,-7600000000000000000000.00
0.00,0.00,-7600000000000000000000.00,-7600000000000000000000.00
0.00,0.00,-7600000000000000000000.00,-7600000000000000000000.00
0.00,0.00,-7600000000000000000000.00,-7600000000000000000000.00
0.00,0.00,-7600000000000000000000.00,-7600000000000000000000.00
0.00,0.00,-7600000000000000000000.00,-7600000000000000000000.00
0.00,0.00,-7600000000000000000000.00,-7600000000000000000000.00
0.00,0.00,-7600000000000000000000.00,-7600000000000000000000.00
0.00,0.00,-7700000000000000000000.00,-7700000000000000000000.00
0.00,0.00,-7700000000000000000000.00,-7700000000000000000000.00
0.00,0.00,-7700000000000000000000.00,-7700000000000000000000.00
0.00,0.00,-7700000000000000000000.00,-7700000000000000000000.00
0.00,0.00,-7700000000000000000000.00,-7700000000000000000000.00
0.00,0.00,-7700000000000000000000.00,-7700000000000000000000.00
0.00,0.00,-7700000000000000000000.00,-7700000000000000000000.00
0.00,0.00,-7700000000000000000000.00,-7700000000000000000000.00
0.00,0.00,-7700000000000000000000.00,-7700000000000000000000.00
0.00,0.00,-7700000000000000000000.00,-7700000000000000000000.00
0.00,0.00,-7700000000000000000000.00,-7700000000000000000000.00
0.00,0.00,-7700000000000000000000.00,-7700000000000000000000.00
0.00,0.00,-7700000000000000000000.00,-7700000000000000000000.00
0.00,0.00,-7700000000000000000000.00,-7700000000000000000000.00
0.00,0.00,-7700000000000000000000.00,-7700000000000000000000.00
0.00,0.00,-7700000000000000000000.00,-7700000000000000000000.00
0.00,0.00,-7700000000000000000000.00,-7700000000000000000000.00
0.00,0.00,-7800000000000000000000.00,-7800000000000000000000.00
0.00,0.00,-7800000000000000000000.00,-7800000000000000000000.00
0.00,0.00,-7800000000000000000000.00,-7800000000000000000000.00
0.00,0.00,-7800000000000000000000.00,-7800000000000000000000.00
0.00,0.00,-7800000000000000000000.00,-7800000000000000000000.00
0.00,0.00,-7800000000000000000000.00,-7800000000000000000000.00
0.00,0.00,-7800000000000000000000.00,-7800000000000000000000.00
0.00,0.00,-7800000000000000000000.00,-7800000000000000000000.00
0.00,0.00,-7800000000000000000000.00,-7800000000000000000000.00
0.00,0.00,-7800000000000000000000.00,-7800000000000000000000.00
0.00,0.00,-7800000000000000000000.00,-7800000000000000000000.00
0.00,0.00,-7800000000000000000000.00,-7800000000000000000000.00
0.00,0.00,-7800000000000000000000.00,-7800000000000000000000.00
0.00,0.00,-7800000000000000000000.00,-7800000000000000000000.00
0.00,0.00,-7800000000000000000000.00,-7800000000000000000000.00
0.00,0.00,-7800000000000000000000.00,-7800000000000000000000.00
0.00,0.00,-7900000000000000000000.00,-7900000000000000000000.00
0.00,0.00,-7900000000000000000000.00,-7900000000000000000000.00
0.00,0.00,-7900000000000000000000.00,-7900000000000000000000.00
0.00,0.00,-7900000000000000000000.00,-7900000000000000000000.00
0.00,0.00,-7900000000000000000000.00,-7900000000000000000000.00
0.00,0.00,-7900000000000000000000.00,-7900000000000000000000.00
0.00,0.00,-7900000000000000000000.00,-7900000000000000000000.00
0.00,0.00,-7900000000000000000000.00,-7900000000000000000000.00
0.00,0.00,-7900000000000000000000.00,-7900000000000000000000.00
0.00,0.00,-7900000000000000000000.00,-7900000000000000000000.00
0.00,0.00,-7900000000000000000000.00,-7900000000000000000000.00
0.00,0.00,-7900000000000000000000.00,-7900000000000000000000.00
0.00,0.00,-7900000000000000000000.00,-7900000000000000000000.00
0.00,0.00,-7900000000000000000000.00,-7900000000000000000000.00
0.00,0.00,-7900000000000000000000.00,-7900000000000000000000.00
0.00,0.00,-7900000000000000000000.00,-7900000000000000000000.00
0.00,0.00,-7900000000000000000000.00,-7900000000000000000000.00
0.00,0.00,-8000000000000000000000.00,-8000000000000000000000.00
0.00,0.00,-8000000000000000000000.00,-8000000000000000000000.00
0.00,0.00,-8000000000000000000000.00,-8000000000000000000000.00
0.00,0.00,-8000000000000000000000.00,-8000000000000000000000.00
0.00,0.00,-8000000000000000000000.00,-8000000000000000000000.00
0.00,0.00,-8000000000000000000000.00,-8000000000000000000000.00
0.00,0.00,-8000000000000000000000.00,-8000000000000000000000.00
0.00,0.00,-8000000000000000000000.00,-8000000000000000000000.00
0.00,0.00,-8000000000000000000000.00,-8000000000000000000000.00
0.00,0.00,-8000000000000000000000.00,-8000000000000000000000.00
0.00,0.00,-8000000000000000000000.00,-8000000000000000000000.00
0.00,0.00,-8000000000000000000000.00,-8000000000000000000000.00
0.00,0.00,-8000000000000000000000.00,-8000000000000000000000.00
0.00,0.00,-8000000000000000000000.00,-8000000000000000000000.00
0.00,0.00,-8000000000000000000000.00,-8000000000000000000000.00
0.00,0.00,-8000000000000000000000.00,-8000000000000000000000.00
0.00,0.00,-8000000000000000000000.00,-8000000000000000000000.00
0.00,0.00,-8100000000000000000000.00,-8100000000000000000000.00
0.00,0.00,-8100000000000000000000.00,-8100000000000000000000.00
0.00,0.00,-8100000000000000000000.00,-8100000000000000000000.00
0.00,0.00,-8100000000000000000000.00,-8100000000000000000000.00
0.00,0.00,-8100000000000000000000.00,-8100000000000000000000.00
0.00,0.00,-8100000000000000000000.00,-8100000000000000000000.00
0.00,0.00,-8100000000000000000000.00,-8100000000000000000000.00
0.00,0.00,-8100000000000000000000.00,-8100000000000000000000.00
0.00,0.00,-8100000000000000000000.00,-8100000000000000000000.00
0.00,0.00,-8100000000000000000000.00,-8100000000000000000000.00
0.00,0.00,-8100000000000000000000.00,-8100000000000000000000.00
0.00,0.00,-8100000000000000000000.00,-8100000000000000000000.00
0.00,0.00,-8100000000000000000000.00,-8100000000000000000000.00
0.00,0.00,-8100000000000000000000.00,-8100000000000000000000.00
0.00,0.00,-8100000000000000000000.00,-8100000000000000000000.00
0.00,0.00,-8100000000000000000000.00,-8100000000000000000000.00
0.00,0.00,-8100000000000000000000.00,-8100000000000000000000.00
0.00,0.00,-8200000000000000000000.00,-8200000000000000000000.00
0.00,0.00,-8200000000000000000000.00,-8200000000000000000000.00
0.00,0.00,-8200000000000000000000.00,-8200000000000000000000.00
0.00,0.00,-8200000000000000000000.00,-8200000000000000000000.00
0.00,0.00,-8200000000000000000000.00,-8200000000000000000000.00
0.00,0.00,-8200000000000000000000.00,-8200000000000000000000.00
0.00,0.00,-8200000000000000000000.00,-8200000000000000000000.00
0.00,0.00,-8200000000000000000000.00,-8200000000000000000000.00
0.00,0.00,-8200000000000000000000.00,-8200000000000000000000.00
0.00,0.00,-8200000000000000000000.00,-8200000000000000000000.00
0.00,0.00,-8200000000000000000000.00,-8200000000000000000000.00
0.00,0.00,-8200000000000000000000.00,-8200000000000000000000.00
0.00,0.00,-8200000000000000000000.00,-8200000000000000000000.00
0.00,0.00,-8200000000000000000000.00,-8200000000000000000000.00
0.00,0.00,-8200000000000000000000.00,-8200000000000000000000.00
0.00,0.00,-8200000000000000000000.00,-8200000000000000000000.00
0.00,0.00,-8300000000000000000000.00,-8300000000000000000000.00
0.00,0.00,-8300000000000000000000.00,-8300000000000000000000.00
0.00,0.00,-8300000000000000000000.00,-8300000000000000000000.00
0.00,0.00,-8300000000000000000000.00,-8300000000000000000000.00
0.00,0.00,-8300000000000000000000.00,-8300000000000000000000.00
0.00,0.00,-8300000000000000000000.00,-8300000000000000000000.00
0.00,0.00,-8300000000000000000000.00,-8300000000000000000000.00
0.00,0.00,-8300000000000000000000.00,-8300000000000000000000.00
0.00,0.00,-8300000000000000000000.00,-8300000000000000000000.00
0.00,0.00,-8300000000000000000000.00,-8300000000000000000000.00
0.00,0.00,-8300000000000000000000.00,-8300000000000000000000.00
0.00,0.00,-8300000000000000000000.00,-8300000000000000000000.00
0.00,0.00,-8300000000000000000000.00,-8300000000000000000000.00
0.00,0.00,-8300000000000000000000.00,-8300000000000000000000.00
0.00,0.00,-8300000000000000000000.00,-8300000000000000000000.00
0.00,0.00,-8300000000000000000000.00,-8300000000000000000000.00
0.00,0.00,-8300000000000000000000.00,-8300000000000000000000.00
0.00,0.00,-8400000000000000000000.00,-8400000000000000000000.00
0.00,0.00,-8400000000000000000000.00,-8400000000000000000000.00
0.00,0.00,-8400000000000000000000.00,-8400000000000000000000.00
0.00,0.00,-8400000000000000000000.00,-8400000000000000000000.00
0.00,0.00,-8400000000000000000000.00,-8400000000000000000000.00
0.00,0.00,-8400000000000000000000.00,-8400000000000000000000.00
0.00,0.00,-8400000000000000000000.00,-8400000000000000000000.00
0.00,0.00,-8400000000000000000000.00,-8400000000000000000000.00
0.00,0.00,-8400000000000000000000.00,-8400000000000000000000.00
0.00,0.00,-8400000000000000000000.00,-8400000000000000000000.00
0.00,0.00,-8400000000000000000000.00,-8400000000000000000000.00
0.00,0.00,-8400000000000000000000.00,-8400000000000000000000.00
0.00,0.00,-8400000000000000000000.00,-8400000000000000000000.00
0.00,0.00,-8400000000000000000000.00,-8400000000000000000000.00
0.00,0.00,-8400000000000000000000.00,-8400000000000000000000.00
0.00,0.00,-8400000000000000000000.00,-8400000000000000000000.00
0.00,0.00,-8400000000000000000000.00,-8400000000000000000000.00
0.00,0.00,-8500000000000000000000.00,-8500000000000000000000.00
0.00,0.00,-8500000000000000000000.00,-8500000000000000000000.00
0.00,0.00,-8500000000000000000000.00,-8500000000000000000000.00
0.00,0.00,-8500000000000000000000.00,-8500000000000000000000.00
0.00,0.00,-8500000000000000000000.00,-8500000000000000000000.00
0.00,0.00,-8500000000000000000000.00,-8500000000000000000000.00
0.00,0.00,-8500000000000000000000.00,-8500000000000000000000.00
0.00,0.00,-8500000000000000000000.00,-8500000000000000000000.00
0.00,0.00,-8500000000000000000000.00,-8500000000000000000000.00
0.00,0.00,-8500000000000000000000.00,-8500000000000000000000.00
0.00,0.00,-8500000000000000000000.00,-8500000000000000000000.00
0.00,0.00,-8500000000000000000000.00,-8500000000000000000000.00
0.00,0.00,-8500000000000000000000.00,-8500000000000000000000.00
0.00,0.00,-8500000000000000000000.00,-8500000000000000000000.00
0.00,0.00,-8500000000000000000000.00,-8500000000000000000000.00
0.00,0.00,-8500000000000000000000.00,-8500000000000000000000.00
0.00,0.00,-8500000000000000000000.00,-8500000000000000000000.00
0.00,0.00,-8600000000000000000000.00,-8600000000000000000000.00
0.00,0.00,-8600000000000000000000.00,-8600000000000000000000.00
0.00,0.00,-8600000000000000000000.00,-8600000000000000000000.00
0.00,0.00,-8600000000000000000000.00,-8600000000000000000000.00
0.00,0.00,-8600000000000000000000.00,-8600000000000000000000.00
0.00,0.00,-8600000000000000000000.00,-8600000000000000000000.00
0.00,0.00,-8600000000000000000000.00,-8600000000000000000000.00
0.00,0.00,-8600000000000000000000.00,-8600000000000000000000.00
0.00,0.00,-8600000000000000000000.00,-8600000000000000000000.00
0.00,0.00,-8600000000000000000000.00,-8600000000000000000000.00
0.00,0.00,-8600000000000000000000.00,-8600000000000000000000.00
0.00,0.00,-8600000000000000000000.00,-8600000000000000000000.00
0.00,0.00,-8600000000000000000000.00,-8600000000000000000000.00
0.00,0.00,-8600000000000000000000.00,-8600000000000000000000.00
0.00,0.00,-8600000000000000000000.00,-8600000000000000000000.00
0.00,0.00,-8600000000000000000000.00,-8600000000000000000000.00
0.00,0.00,-8700000000000000000000.00,-8700000000000000000000.00
0.00,0.00,-8700000000000000000000.00,-8700000000000000000000.00
0.00,0.00,-8700000000000000000000.00,-8700000000000000000000.00
0.00,0.00,-8700000000000000000000.00,-8700000000000000000000.00
0.00,0.00,-8700000000000000000000.00,-8700000000000000000000.00
0.00,0.00,-8700000000000000000000.00,-8700000000000000000000.00
0.00,0.00,-8700000000000000000000.00,-8700000000000000000000.00
0.00,0.00,-8700000000000000000000.00,-8700000000000000000000.00
0.00,0.00,-8700000000000000000000.00,-8700000000000000000000.00
0.00,0.00,-8700000000000000000000.00,-8700000000000000000000.00
0.00,0.00,-8700000000000000000000.00,-8700000000000000000000.00
0.00,0.00,-8700000000000000000000.00,-8700000000000000000000.00
0.00,0.00,-8700000000000000000000.00,-8700000000000000000000.00
0.00,0.00,-8700000000000000000000.00,-8700000000000000000000.00
0.00,0.00,-8700000000000000000000.00,-8700000000000000000000.00
0.00,0.00,-8700000000000000000000.00,-8700000000000000000000.00
0.00,0.00,-8800000000000000000000.00,-8800000000000000000000.00
0.00,0.00,-8800000000000000000000.00,-8800000000000000000000.00
0.00,0.00,-8800000000000000000000.00,-8800000000000000000000.00
0.00,0.00,-8800000000000000000000.00,-8800000000000000000000.00
0.00,0.00,-8800000000000000000000.00,-8800000000000000000000.00
0.00,0.00,-8800000000000000000000.00,-8800000000000000000000.00
0.00,0.00,-8800000000000000000000.00,-8800000000000000000000.00
0.00,0.00,-8800000000000000000000.00,-8800000000000000000000.00
20.00,20.00,-8800000000000000000000.00,-8800000000000000000000.00
20.00,20.00,-8800000000000000000000.00,-8800000000000000000000.00
20.00,20.00,-8800000000000000000000.00,-8800000000000000000000.00
20.00,20.00,-8800000000000000000000.00,-8800000000000000000000.00
20.00,20.00,-8800000000000000000000.00,-8800000000000000000000.00
20.00,20.00,-8800000000000000000000.00,-8800000000000000000000.00
20.00,20.00,-8800000000000000000000.00,-8800000000000000000000.00
20.00,20.00,-8800000000000000000000.00,-8800000000000000000000.00
